CNUM;SurName;Name;MiddleName;BirthDay;City
ABB15Q;ВОРОНЦОВА;Изабелла;Касьяновна;25.07.1995;Новосибирск
ABB2G6;ВОРОНЦОВА;Камилла;Артуровна;26.05.1994;Новосибирск
ABB2HP;ВОРОНЦОВА;Лидия;Гаральдовна;15.07.1994;Новосибирск
ABB15J;ВОРОНЦОВА;Симона;Спиридоновна;19.06.1995;Новосибирск
ABB1KH;ВОРОНЦОВА;Стелла;Ратмировна;18.06.1994;Новосибирск
ABB187;ГАВРИЛОВА;Джозефина;Онисимовна;15.09.1995;Новосибирск
ABB1MA;ГАВРИЛОВА;Диана;Рустемовна;15.05.1994;Новосибирск
ABB0VB;ГАВРИЛОВА;Ия;Антуановна;29.08.1994;Новосибирск
ABB2F6;ГАВРИЛОВА;Клавдия;Левовна;06.06.1994;Новосибирск
ABB1PU;ГАВРИЛОВА;Светлана;Христофоровна;13.11.1994;Новосибирск
ABB28A;ГАВРИЛОВА;Станислава;Гертовна;27.09.1993;Новосибирск
ABB0UA;ГАЛКИНА;Алла;Гориславовна;20.08.1994;Новосибирск
ABB22X;ГАЛКИНА;Вера;Романовна;18.08.1995;Новосибирск
ABB15Y;ГАЛКИНА;Гертруда;Евграфовна;27.08.1995;Новосибирск
ABB124;ГАЛКИНА;Дайна;Иакинфовна;30.03.1995;Новосибирск
ABB1GG;ГАЛКИНА;Евгения;Гораздовна;01.05.1994;Новосибирск
ABB1QP;ГАЛКИНА;Злата;Ростиславовна;27.09.1994;Новосибирск
ABB11Q;ГАЛКИНА;Илзе;Антониновна;18.03.1995;Новосибирск
ABB201;ГАЛКИНА;Муза;Гамлетовна;31.07.1995;Новосибирск
ABB1TK;ГАЛКИНА;Северина;Ефимовна;04.01.1995;Новосибирск
ABB286;ГАЛКИНА;Эдда;Гранитовна;10.11.1993;Новосибирск
ABB12X;ГАЛКИНА;Янка;Гермогеновна;08.04.1995;Новосибирск
ABB14X;ГЕРАСИМОВА;Амалия;Ростиславовна;13.05.1995;Новосибирск
ABB24U;ГЕРАСИМОВА;Анфиса;Федотовна;17.11.1995;Новосибирск
ABB12U;ГЕРАСИМОВА;Дебора;Касьяновна;15.02.1995;Новосибирск
ABB146;ГЕРАСИМОВА;Жанна;Алановна;12.05.1995;Новосибирск
ABB0X1;ГЕРАСИМОВА;Ирма;Трифоновна;12.09.1994;Новосибирск
ABB1PD;ГОЛУБЕВА;Аграфена;Рунаровна;06.09.1994;Новосибирск
ABB1K2;ГОЛУБЕВА;Амина;Христофоровна;21.06.1994;Новосибирск
ABB2GG;ГОЛУБЕВА;Анжела;Леонидовна;07.06.1994;Новосибирск
ABB2ML;ГОЛУБЕВА;Антонина;Радимовна;22.12.1994;Новосибирск
ABB2D6;ГОЛУБЕВА;Вера;Альбертовна;14.12.1993;Новосибирск
ABB1CG;ГОЛУБЕВА;Веселина;Гранитовна;27.12.1993;Новосибирск
ABB29C;ГОЛУБЕВА;Гелена;Ахматовна;05.09.1993;Новосибирск
ABB0YP;ГОЛУБЕВА;Дана;Афиногеновна;30.11.1994;Новосибирск
ABB0SB;ГОЛУБЕВА;Джульетта;Александровна;08.07.1994;Новосибирск
ABB2N8;ГОЛУБЕВА;Евдокия;Рональдовна;01.11.1994;Новосибирск
ABB24C;ГОЛУБЕВА;Лейла;Леоновна;20.11.1995;Новосибирск
ABB133;ГОЛУБЕВА;Мирослава;Владиславовна;24.06.1995;Новосибирск
ABB1BF;ГОЛУБЕВА;Розмари;Фёдоровна;03.10.1993;Новосибирск
ABB0VG;ГОЛУБЕВА;Христина;Гаврииловна;16.10.1994;Новосибирск
ABB12K;ГОРБАЧЁВА;Аграфена;Федотовна;07.03.1995;Новосибирск
ABB0YL;ГОРБАЧЁВА;Веселина;Атеистовна;20.12.1994;Новосибирск
ABB2PQ;ГОРБАЧЁВА;Зара;Рашидовна;01.12.1994;Новосибирск
ABB1W0;ГОРБАЧЁВА;Нила;Арнольдовна;25.04.1995;Новосибирск
ABB1AN;ГОРБАЧЁВА;Пелагея;Гермогеновна;23.08.1993;Новосибирск
ABB19A;ГОРБАЧЁВА;Полина;Арвидовна;10.09.1993;Новосибирск
ABB10Z;ГОРБУНОВА;Лайма;Аполлоновна;17.03.1995;Новосибирск
ABB1N7;ГОРБУНОВА;Наталья;Рудольфовна;15.08.1994;Новосибирск
ABB0YG;ГОРДЕЕВА;Анэля;Антониновна;12.01.1995;Новосибирск
ABB1D2;ГОРДЕЕВА;Биргит;Владленовна;25.01.1994;Новосибирск
ABB2AF;ГОРДЕЕВА;Вида;Робертовна;05.02.1994;Новосибирск
ABB2EJ;ГОРДЕЕВА;Джемма;Роальдовна;22.03.1994;Новосибирск
ABB1Q6;ГОРДЕЕВА;Евдокия;Горновна;25.10.1994;Новосибирск
ABB241;ГОРДЕЕВА;Елизавета;Робинзоновна;15.10.1995;Новосибирск
ABB0TD;ГОРДЕЕВА;Зара;Рудольфовна;03.05.1994;Новосибирск
ABB0SP;ГОРДЕЕВА;Ия;Якуновна;07.04.1994;Новосибирск
ABB1SJ;ГОРДЕЕВА;Людмила;Артёмовна;16.02.1995;Новосибирск
ABB12V;ГОРДЕЕВА;Милана;Онисимовна;03.03.1995;Новосибирск
ABB2AY;ГОРДЕЕВА;Олеся;Ладимировна;01.01.1994;Новосибирск
ABB25R;ГОРДЕЕВА;Павлина;Владиславовна;11.12.1995;Новосибирск
ABB2A1;ГОРДЕЕВА;Рузана;Адамовна;15.12.1993;Новосибирск
ABB1QV;ГОРШКОВА;Вида;Спиридоновна;27.08.1994;Новосибирск
ABB0YX;ГОРШКОВА;Гелла;Трифоновна;26.11.1994;Новосибирск
ABB1VG;ГОРШКОВА;Дана;Рандольфовна;27.11.1994;Новосибирск
ABB2B4;ГОРШКОВА;Нателла;Рафаиловна;05.01.1994;Новосибирск
ABB1W5;ГОРШКОВА;Оксана;Афиногеновна;04.06.1995;Новосибирск
ABB21C;ГОРШКОВА;Роза;Ренатовна;08.07.1995;Новосибирск
ABB19D;ГРИГОРЬЕВА;Алла;Гаральдовна;27.11.1995;Новосибирск
ABB0XC;ГРИГОРЬЕВА;Лаура;Ахметовна;03.01.1995;Новосибирск
ABB2C6;ГРИГОРЬЕВА;Леонида;Густавовна;06.01.1994;Новосибирск
ABB2PG;ГРИГОРЬЕВА;Леся;Варламовна;14.11.1994;Новосибирск
ABB162;ГРИГОРЬЕВА;Станислава;Егоровна;04.09.1995;Новосибирск
ABB1FD;ГРИГОРЬЕВА;Эльвира;Владленовна;30.04.1994;Новосибирск
ABB11B;ГРИШИНА;Агата;Созоновна;22.04.1995;Новосибирск
ABB1Z6;ГРИШИНА;Амина;Рафаиловна;07.03.1995;Новосибирск
ABB13G;ГРИШИНА;Анэля;Данииловна;10.07.1995;Новосибирск
ABB2AM;ГРИШИНА;Данута;Густавовна;28.01.1994;Новосибирск
ABB2HL;ГРИШИНА;Сусанна;Мстиславовна;29.06.1994;Новосибирск
ABB1T6;ГРИШИНА;Эльмира;Родионовна;15.12.1994;Новосибирск
ABB14P;ГРОМОВА;Алла;Валерьяновна;17.05.1995;Новосибирск
ABB0X4;ГРОМОВА;Анэля;Мэлоровна;22.12.1994;Новосибирск
ABB23L;ГРОМОВА;Ариадна;Галактионовна;25.12.1995;Новосибирск
ABB1M0;ГРОМОВА;Беата;Гамлетовна;03.06.1994;Новосибирск
ABB2FB;ГРОМОВА;Валентина;Разумниковна;25.05.1994;Новосибирск
ABB138;ГРОМОВА;Дарина;Раймондовна;07.08.1995;Новосибирск
ABB1HJ;ГРОМОВА;Милена;Артёмовна;02.05.1994;Новосибирск
ABB19H;ГРОМОВА;Мирослава;Якуновна;08.10.1993;Новосибирск
ABB1D4;ГРОМОВА;Надежда;Гаральдовна;05.01.1994;Новосибирск
ABB0TP;ГРОМОВА;Серафима;Рандольфовна;12.06.1994;Новосибирск
ABB28J;ГРОМОВА;Сусанна;Владленовна;20.09.1993;Новосибирск
ABB2MU;ГРОМОВА;Тамара;Аполлоновна;26.09.1994;Новосибирск
ABB1HN;ГРОМОВА;Урсула;Ахметовна;28.04.1994;Новосибирск
ABB1YF;ГУЛЯЕВА;Агафья;Арвидовна;16.04.1995;Новосибирск
ABB2KJ;ГУЛЯЕВА;Анфиса;Касьяновна;27.06.1994;Новосибирск
ABB19N;ГУЛЯЕВА;Ева;Валентиновна;30.12.1995;Новосибирск
ABB0Y0;ГУЛЯЕВА;Зоя;Степановна;13.11.1994;Новосибирск
ABB0YB;ГУЛЯЕВА;Клавдия;Рубеновна;09.11.1994;Новосибирск
ABB1VM;ГУЛЯЕВА;Лиана;Ахматовна;03.05.1995;Новосибирск
ABB10P;ГУЛЯЕВА;Мариетта;Роальдовна;20.02.1995;Новосибирск
ABB21N;ГУЛЯЕВА;Муза;Владимировна;06.09.1995;Новосибирск
ABB1Y0;ГУЛЯЕВА;Тамара;Адонисовна;10.06.1995;Новосибирск
ABB2A3;ГУРЬЕВА;Александра;Ральфовна;12.01.1994;Новосибирск
ABB2FV;ГУРЬЕВА;Анита;Гаспаровна;27.03.1994;Новосибирск
ABB0UV;ГУРЬЕВА;Анэля;Арленовна;29.09.1994;Новосибирск
ABB1T9;ГУРЬЕВА;Вида;Густавовна;01.03.1995;Новосибирск
ABB1ZQ;ГУРЬЕВА;Динара;Пётровна;12.09.1995;Новосибирск
ABB1CX;ГУРЬЕВА;Ивона;Рафаиловна;28.12.1993;Новосибирск
ABB15U;ГУРЬЕВА;Клариса;Вениаминовна;11.06.1995;Новосибирск
ABB24Z;ГУРЬЕВА;Надежда;Гелиановна;26.12.1995;Новосибирск
ABB0XX;ГУРЬЕВА;Неонила;Ростиславовна;23.12.1994;Новосибирск
ABB15H;ГУРЬЕВА;Руслана;Павеловна;27.06.1995;Новосибирск
ABB20Z;ГУРЬЕВА;Саида;Ринатовна;01.08.1995;Новосибирск
ABB1G5;ГУРЬЕВА;Эмма;Гораздовна;05.05.1994;Новосибирск
ABB1MB;ГУРЬЕВА;Эрика;Данииловна;21.07.1994;Новосибирск
ABB18W;ГУСЕВА;Анфиса;Гелеоновна;21.12.1995;Новосибирск
ABB26Y;ГУСЕВА;Гера;Гамлетовна;24.10.1993;Новосибирск
ABB0ZR;ГУСЕВА;Евгения;Адонисовна;30.10.1994;Новосибирск
ABB1YM;ГУСЕВА;Капитолина;Михаиловна;20.04.1995;Новосибирск
ABB2DW;ГУСЕВА;Лина;Радиславовна;22.04.1994;Новосибирск
ABB0XL;ГУСЕВА;Мадина;Гвидоновна;08.11.1994;Новосибирск
ABB2DH;ГУСЕВА;Марианна;Гертрудовна;19.01.1994;Новосибирск
ABB0UP;ГУСЕВА;Нонна;Геодаровна;13.09.1994;Новосибирск
ABB1DN;ГУСЕВА;Рема;Ренальдовна;21.12.1993;Новосибирск
ABB1AW;ГУСЕВА;Рема;Руслановна;29.11.1995;Новосибирск
ABB1M3;ГУСЕВА;Томила;Мэлоровна;13.07.1994;Новосибирск
ABB0UK;ГУЩИНА;Алевтина;Анисимовна;28.08.1994;Новосибирск
ABB1BP;ГУЩИНА;Анисья;Горимировна;29.09.1993;Новосибирск
ABB118;ГУЩИНА;Дайна;Всеволодовна;06.04.1995;Новосибирск
ABB2BX;ГУЩИНА;Ивона;Артуровна;21.12.1993;Новосибирск
ABB26G;ГУЩИНА;Марианна;Митрофановна;22.11.1995;Новосибирск
ABB2PJ;ГУЩИНА;Наталья;Арамовна;23.09.1994;Новосибирск
ABB222;ГУЩИНА;Руфина;Рустэмовна;17.07.1995;Новосибирск
ABB22L;ДАВЫДОВА;Казимира;Юлиановна;25.07.1995;Новосибирск
ABB1BA;ДАВЫДОВА;Кира;Ремовна;21.09.1993;Новосибирск
ABB2LG;ДАВЫДОВА;Мальвина;Кимовна;28.06.1994;Новосибирск
ABB2K8;ДАВЫДОВА;Тала;Онисимовна;19.06.1994;Новосибирск
ABB16K;ДАВЫДОВА;Чеслава;Антуановна;30.10.1995;Новосибирск
ABB0TT;ДАНИЛОВА;Ада;Владимировна;11.05.1994;Новосибирск
ABB1KM;ДАНИЛОВА;Веселина;Архиповна;28.07.1994;Новосибирск
ABB0YQ;ДАНИЛОВА;Джулия;Геодаровна;14.11.1994;Новосибирск
ABB1SZ;ДАНИЛОВА;Лиана;Леонидовна;27.01.1995;Новосибирск
ABB291;ДАНИЛОВА;Линда;Альбиновна;30.10.1993;Новосибирск
ABB17Q;ДАНИЛОВА;Мирдза;Святославовна;04.10.1995;Новосибирск
ABB1M5;ДАНИЛОВА;Мирра;Лукьяновна;01.07.1994;Новосибирск
ABB14W;ДАНИЛОВА;Томила;Гораздовна;16.07.1995;Новосибирск
ABB1U4;ДАНИЛОВА;Эсмеральда;Альбертовна;13.01.1995;Новосибирск
ABB1BG;ДЕМЕНТЬЕВА;Ада;Лавровна;05.09.1993;Новосибирск
ABB1W4;ДЕМЕНТЬЕВА;Анастасия;Акимовна;31.05.1995;Новосибирск
ABB0TK;ДЕМЕНТЬЕВА;Анэля;Горимировна;15.05.1994;Новосибирск
ABB1XP;ДЕМЕНТЬЕВА;Вероника;Вячеславовна;19.04.1995;Новосибирск
ABB2AK;ДЕМЕНТЬЕВА;Владислава;Анисовна;09.02.1994;Новосибирск
ABB115;ДЕМЕНТЬЕВА;Дарья;Владимировна;14.04.1995;Новосибирск
ABB2AL;ДЕМЕНТЬЕВА;Диодора;Ратмировна;24.01.1994;Новосибирск
ABB0SX;ДЕМЕНТЬЕВА;Леся;Варламовна;18.05.1994;Новосибирск
ABB0V7;ДЕМЕНТЬЕВА;Лиана;Арамовна;01.08.1994;Новосибирск
ABB2LW;ДЕМЕНТЬЕВА;Любомира;Ренальдовна;16.06.1994;Новосибирск
ABB1NC;ДЕМЕНТЬЕВА;Пелагея;Ахметовна;03.08.1994;Новосибирск
ABB1DT;ДЕМЕНТЬЕВА;Юна;Ромуальдовна;02.01.1994;Новосибирск
ABB24G;ДЕНИСОВА;Анэля;Иулиановна;18.12.1995;Новосибирск
ABB1XW;ДЕНИСОВА;Арина;Валентиновна;27.04.1995;Новосибирск
ABB1JB;ДЕНИСОВА;Белла;Богдановна;28.02.1994;Новосибирск
ABB1W6;ДЕНИСОВА;Дайна;Арнольдовна;27.05.1995;Новосибирск
ABB1QM;ДЕНИСОВА;Мирдза;Гориславовна;02.11.1994;Новосибирск
ABB1T8;ДЕНИСОВА;Рузана;Ромуальдовна;11.12.1994;Новосибирск
